Character|zh-CN
Sherry|哎呀呀～？意见分成两派了耶。
Leia|……看来的确如此。
Leia|大家能齐心协力度过难关那就最好，不过意见不合就没办法了。
Leia|我们先回地下去吧。根据规定，现在是必须待在地下牢房内的时间。
Narrative|蕾雅动身后，决定和她坐同一条船的少女们也都跟在她身后离开了。
Narrative|留在会客厅内的，就只剩艾玛、雪莉、汉娜和梅露露4个人。
Sherry|然后呢然后呢？？我们接下来做什么？大家齐心协力去弄死看守？
Ema|不、不可以啦。会像希罗那样被杀死的。
Ema|（不能原谅杀死希罗的看守，还有典狱长……可是……）
Ema|（不多加考虑冲动行事，只会落得同样的下场。我一定要冷静行动）
Ema|……总之，我们先回地下去吧。我们也应该看一下规定才对。
Sherry|嗯说的也是呢。
Ema|不过我并不打算坐以待毙。……它们杀死了希罗，我绝不会原谅。
Narrative|回到地下后，艾玛发觉了一件事。
Narrative|那就是，所有人的牢房前面多了一块写着囚犯编号的板子。
Ema|（我的囚犯编号是658号……）
Narrative|她站在今早醒来的牢房前，确认好现场情况后正准备回房。
Narrative|这时，手机恰好震动了起来，响起了猫头鹰叫声的提示音。
Narrative|她赶紧拿出手机，看到上面显示的是典狱长发来的通知。
Narrative|她打开手机里的聊天APP后，弹出一条典狱长（头像是它自己的抽象画）传来的信息。
Narrative|『放风时间结束了。请大家迅速返回自己的牢房内』
Narrative|『不遵守规定的人，会被扭送至惩罚室……』
Narrative|『请大家不要给我增加工作……』
Narrative|看来典狱长的通知也会直接推到手机里。
Narrative|艾玛才刚坐在床上没多久，便传来了昭示时限到来的上锁声。
Ema|（明明是个老旧的建筑物，安装的却是自动锁……总感觉有点错位）
Narrative|看样子，每间牢房都是双人间。她刚刚有看到，其他少女进了同一间牢房。
Narrative|而艾玛却是孤身一人。因为同在一间房醒来的希罗被杀了。
Ema|希罗……
Narrative|虽然紧闭双唇，但泪珠却一颗颗从眼中流下。
Narrative|艾玛想止住伤感，马上用袖子擦去了眼泪。紧接着，她开始观察起室内。
Ema|（之前因为恐慌，还没好好观察室内……这里有洗脸台和厕所，还有桌椅也都有）
Ema|（至少有最低限度的生活保障……我们要一直在这个地方生活下去吗……？）
Ema|（对了，确认一下规定吧）
Narrative|她拿出口袋里的手机，查看上面的内容。
Ema|（虽然不是自己的手机，不过功能和我熟悉的型号一样）
Narrative|身处昏暗不见天日的地下，容易失去对时间的判断。看手机上的时钟显示，现在是15时刚过一点点的时间。
Ema|（能确认时间已经很好了。要是能用它联络外部就好了……）
Narrative|和蕾雅刚才说的一样，手机里面安装了一个叫【魔女图鉴】的APP。
Narrative|艾玛启动了APP，确认里面的内容。
Narrative|根据监牢规定，除了放风时间以外，囚犯必须留在指定的牢房内。
Narrative|外面会有看守时常巡逻，如果发现了囚犯，会将其送到惩罚室关上两天。
Narrative|此外，如果作出违反规定的行为，也是会送到惩罚室里面。
Ema|（惩罚室……究竟是个什么样的地方呢）
Narrative|艾玛脸色发青，但还是小小叹了口气。
Narrative|典狱长之前说过的话，在关于魔女审判的规定上也有讲。
Narrative|『囚犯受到强烈精神压力后，魔女因子会得到增强，魔女化程度便会加深』
Narrative|『成为魔女之人，有可能会因为难以忍受的杀人冲动，犯下杀人的罪行』
Narrative|『如果发生了凶杀案，为了将危险的魔女处死，将开展魔女审判』
Narrative|『囚犯们应经过讨论、投票，选出魔女，之后魔女将当场处死』
Ema|怎么可能会发生凶杀案……
Ema|（虽然希罗失控了……可是其他人看起来都是同龄的普通人）
Ema|（根本无法想像她们会互相厮杀……）
Narrative|艾玛摇了摇头，不再多想，重新集中精神看魔女图鉴的内容。
Narrative|『完全成为魔女之人，可获得强韧肉体，不会轻易死亡』
Narrative|『完全成为魔女之人，持有的【魔法】会得到爆发式增强』
Narrative|『但，其终将失去人形，成为完全的【残骸】』
Ema|魔法……？可是我不会用欸……
Narrative|艾玛有些不解。
Ema|累了……
Narrative|她放弃了进一步思考，把手机扔到了一边，躺平在硬硬的床铺上。
Ema|（软绵绵的被窝……最爱的抱枕……高中的制服……一切都不复存在了）
Ema|爸爸妈妈，你们有没有在担心我……？
Ema|（他们肯定有找警察报案，现在还在拼命地找我……）
Ema|呜……
Ema|（虽然初中搞砸了，但是我明明已经下了决心）
Ema|（要在高中交很多朋友，不要再让爸妈操心的……）
Ema|（为什么我要被关进这种地方里面……？）
Ema|呜呜……呜……
Narrative|这时，手机响起提示音。
Narrative|半梦半醒的艾玛忽然醒来，急匆匆把手机点开。
Narrative|是典狱长的通知。
Narrative|『各位，到晚餐时间了。请迅速集合到食堂来』
Narrative|所有的牢房在同一时间解锁了。
Ema|晚餐……
Ema|（说起来，从醒来后就没吃过东西……肚子饿了……）
Ema|（虽然不想接受这样的生活……可是不吃饭头脑也转不起来）
Narrative|艾玛叹了口气，站起身来。
Ema|食堂在哪里呢……
Narrative|艾玛想起【魔女图鉴】里面有地图，于是点开手机。
Ema|啊，找到了，食堂在这边……
Narrative|她正要准备跟着地图走，却停住了脚步。
Narrative|隔壁房好像还有人没动身，有点好奇的艾玛悄悄往里面看了一眼。
Ema|（是城崎诺亚……）
Noah|哼哼哼～哼♪
Narrative|诺亚一屁股坐在地上，好像在专注做着什么事情。她现在正背对着艾玛。
Ema|呃，你好？现在是晚餐时间，你不去吃饭吗？
Narrative|艾玛在铁栅栏外向她说道。
Narrative|诺亚把头转了过来。她手上拿着喷漆。
Noah|诺亚今天不去吃饭哦？诺亚才刚画到一半呢。
Ema|（她到底有没有意识到自己被抓了？感觉她悠哉游哉的……）
Ema|那你现在在画什么东西呢？
Noah|嗯……你等一下哦。
Narrative|诺亚站起身来，往旁边移动了一下，好让艾玛看到地面。
Ema|欸……！
Narrative|艾玛发出惊愕的声音。地面上画着的画——竟然自己会动。
Narrative|喷漆画成的不知名图案开始扭来扭去，变化成另一个形状。
Narrative|转眼间，就变成了蛇的形状。
Narrative|五颜六色的蛇在地面蠕动着，给人带来恶心的真实感。
Ema|怎、怎么回事！
Narrative|诺亚歪着头，有点为难地微笑着说。
Noah|怎么说呢，诺亚的画，会自己动起来。不只是画，只要是液体，都会自己动。
Noah|本来没想着画蛇的。这下要重新画了。
Ema|（会动……是因为，用了魔法？）
|魔女图鉴更新…
Narrative|诺亚重新转过身坐在了地上。艾玛茫然地呆望着她好一阵子。
Ema|（跟刚才梅露露的手发光帮我止血的时候一样）
Ema|（魔法真的存在吗……？）
Narrative|尽管目睹了神奇的现象，但艾玛还是难以相信，不禁摇了摇头。
Ema|（现在没有功夫慢慢想了……）
Ema|……那，那我先走啦。
Narrative|艾玛朝诺亚的背影说道。接着，在她正准备往上一楼的方向走的时候——
Alisa|放开我！混蛋！放开我啊怪物！
Narrative|她看到看守走下了楼梯，而它的手好像夹篮球一样拦腰扣住了亚里沙。
Ema|（我记得她，是紫藤亚里沙！？）
Alisa|开什么玩笑！凭什么就抓我！
Narrative|尽管亚里沙嘴上不依不饶，但是身体却没有表示出反抗。
Ema|（要是反抗的话……说不定会被杀死）
Narrative|艾玛她——
Choice|跟在看守和亚里沙身后
Choice|定在原地一动不动
Narrative|站在原地一动不动。
Narrative|数小时前目击的恐怖情景在她脑海中复苏，艾玛呆站在原地，身体止不住颤抖。
Narrative|看守抱着亚里沙的身影消失在过道的远方。
Ema|（它究竟要把亚里沙带到什么地方……？）
Narrative|艾玛跟着地图的指引，来到了食堂。
Narrative|而食堂内的少女们都已经开始用餐了。
Ema|呃……
Narrative|艾玛四周观察着。刚刚的事冲击太大，她现在脸色不是很好。这时——
Sherry|喂～艾玛～！过来这边！
Narrative|雪莉兴冲冲的挥着小手，喊艾玛过去。
Ema|（啊，原来是这里是自由就座啊）
Narrative|艾玛走到雪莉她们的餐桌前，拉开椅子坐了下来。
Narrative|刚刚表明了团结意向的雪莉、汉娜和梅露露也都在。而餐盘上已经盛好了食物。
Sherry|这边用餐是自助餐形式，所以你的份我也帮你取好了！
Ema|谢、谢谢你。
Narrative|刚道完谢，她的嘴角却有些抽动。
Narrative|餐盘盛放的食物看起来黏糊糊的，颜色也十分诡异。根本看不出这是哪样食物。
Ema|（……她们没有故意霸凌我吧？）
Narrative|雪莉、汉娜和梅露露的餐盘上的，还有取餐处盛放的，都是这种令人恶心的饭菜。
Ema|（那就是说，这座监牢的饭菜都是这么糟糕……）
Narrative|不过她看到，饭菜中还是有完整的一颗苹果。艾玛松了口气。
Sherry|虽然看起来不太妙，不过味道还是不错的哦！
Hanna|你的舌头是不是坏掉了？这个超级难吃的……
Ema|……这些饭菜都是那些看守做的吧。
Sherry|想像了一下，总感觉看守也是蛮可爱的耶。
Narrative|汉娜无言望着雪莉。她很怀疑雪莉，不止是舌头，连脑子也是坏掉的。
Ema|说到看守……我刚刚碰见有看守把亚里沙抓走了……
Meruru|我、我也看到了……不知道发生什么事了……呜呜，好担心她……
Sherry|刚刚她还气势汹汹地说“我要逃出去”呢，应该是真的在想办法逃跑吧？
Hanna|如果在禁止时间内被发现人在外面，应该就会被带到那个所谓的惩罚室吧……
Ema|惩罚室……究竟会有什么惩罚呢。
Narrative|不知是不是都想到了可怕的事情，所有人都低着头，一言不发。
Narrative|除了诺亚和亚里沙，所有人都在食堂里了。在场的人看来都选择老实遵守规定行动。
Narrative|离艾玛一桌稍远处，蕾雅一众也在用餐。
Narrative|这时艾玛和蕾雅的眼神对上了。蕾雅抛出了一个微笑，害得艾玛脸上热乎乎的，慌忙移开了视线。
Narrative|汉娜看到了两人的互动后，便把脸凑到艾玛旁边。
Hanna|那个女人……刚刚肯定在用魔法。
Ema|魔法……？
Narrative|艾玛的脸一下子僵住了。
Ema|（刚刚梅露露还有诺亚都做出了超乎想像的事情。这些都是很普通的事情吗……？）
Hanna|竟然使出诱惑女孩子的魔法……而且还仗着自己是艺人，搞什么小团体，真叫人生气！
Narrative|看样子，汉娜十分看不惯蕾雅。她一边生气，一边一口口把神秘饭菜往嘴里送。
Narrative|虽然她操着大小姐的口吻，可用餐的方式却有些粗鲁。
Sherry|说到魔法，梅露露的魔法真厉害呀！
Sherry|哎呀，现实中竟然真的有魔法，真是吓了我一跳！
Meruru|哇、哇哇哇……说、说太过了啦……
Narrative|在艾玛旁边安安分分用餐的梅露露突然被拉进了对话，她一下子就羞得不行。
Meruru|也没做，很厉害的事情……只是帮艾玛小姐，止了血而已。
